Location.City,Location.State,Data.Shape,Data.Description excerpt,Dates.Sighted.Year
falls of rough,KY,triangle,Two hypotenuse-shaped triange craft&#44 joind by a cylinder&#44 traveling in broad daylight with no sound.,2011
fallsburg,KY,triangle,A triangle shaped aircraft with 7 lights on the bottom.,2009
flemingsburg,KY,triangle,triangular&#44 flat&#44 with orb shaped compartment in the back of the craft,2008
florence,KY,triangle,Blue aura&#44 september 13th 2011. vanished in sky. possibly triangular. 6-11 p.m.,2011
florence,KY,triangle,Triangle shaped object&#44 3 white lights&#44 1 red light in the center&#44 extremely loud and prolonged sound.,2011
florence,KY,triangle,I left my boyfriends house in Hebron KY around 1:15am.  I was headed south to my home in Crittenden KY.  I noticed a large&#44 bright oran,2008
florence,KY,triangle,I 75 going south.  Triangle shape.  White light on each corner.  Not moving... no sound.,1999
frankfort,KY,triangle,It was my first sighting&#44 and it scared me to death.,2007
frankfort,KY,triangle,Triangular shaped object with red and blue lights hovering.,2014
frankfort,KY,triangle,2nd time in one night&#44 please read this and the end&#8230; ((NUFORC Note:  Possible sighting of,2007
georgetown,KY,triangle,yellowish-orange ball that turns into red triangle (3 lights),2005
georgetown,KY,triangle,UFO sighting in Kentucky 10/28/11.,2011
glasgow,KY,triangle,Triangle shaped craft with 5 white lights at the Cumberland Parkway tollbooth in Barren County&#44 Ky. on 04-21-01 @ 08:00 p.m.,2001
grayson,KY,triangle,Three non-blinking lights in sky&#44 moving in unison with no noise.,2005
hardin,KY,triangle,We saw a triangle being followed by a helicopter&#33,1998
harlan,KY,triangle,Dark Triangle Object with Alternating Red and White lights Over Harlan KY,2012
harrodsburg,KY,triangle,Bright Triangular lights seen over Harrodsburg&#44 KY.,2011
hazard,KY,triangle,two triangle shapes with white lights and one red flashing light. they flew at low speeds and altitudes with almost no noise,2007
jackson,KY,triangle,The triangular object&#39s had a bright white light &#44them a  red and blue flashing lights. The white flashing light was more brilliant tha,2004
jamestown,KY,triangle,Ufo over lake cumberland.,2008
jeffersonville,KY,triangle,First me and a friend watch the sky light blue&#44 then a triangle shape of 10 to 12 crafts were moving in the stanton direction&#33 cant exp,2014
junction city,KY,triangle,Triangular object with three rectangular Ulta Violet blue lights on the bottom.,2014
kirksey,KY,triangle,Triangle shaped UFO seen in daytime in 1963 in rural West Kentucky community,1963
lancaster,KY,triangle,Glowing low flying triangular shaped object slowly flew over us&#44 appeared to be on fire but didn&#39t loose altitude.,2010
lancaster,KY,triangle,Triangular shaped craft that seemed to mirror the night sky.,2008
lebanon,KY,triangle,Triangular craft&#44 one light in center&#44 low and slow.,2002
leburn,KY,triangle,Large triangular craft&#44 3 large red orb shapes and peachy connectors connecting the orbs&#44 lasted for maybe 10 to 15 seconds,2009
leslie county,KY,triangle,two triangular aircraft with almost no sound and lights on the bottom,2007
lexington,KY,triangle,I saw a triangular aircraft moving slowly and noislessly East to West.,1997
lexington,KY,triangle,Amber-colored lights in triangle formation.,2013
lexington,KY,triangle,Three blinking dots in the shape of a triangle...similar to the one sighted in pasco terxas on March 14,2008
lexington,KY,triangle,Close encounter of the really close kind?,2011
lexington,KY,triangle,Huge black triangle heading north low and slow over Lexington&#44 Kentucky,2007
lexington,KY,triangle,Triangular craft with bright white lights across the back and flashing red light near front tip,2001
lexington,KY,triangle,Triangle shaped craft over lexington ky,2012
london,KY,triangle,My son and I saw a triangle shaped object while watching for meteors..,2013
louisa,KY,triangle,The object shot across the sky then suddenly came to a stop in mid air.,2009
louisville,KY,triangle,Orange triangle shaped objects seen over neighborhood.,2014
louisville,KY,triangle,several lighted triangular shaped objects hovering in the sky,2009
louisville,KY,triangle,triangle shape low flying with 3 while lights on each corner.  Object made no sound&#33,2001
louisville,KY,triangle,Low flying&#44 slow moving triangular shape with red pulsing lights at corners flew over Louisville&#44 Ky.,2012
louisville,KY,triangle,Black Triangle hanging in place over louisville street.,2013
louisville,KY,triangle,objest appearig over small lake with beams entering water then assendind into sky,2005
louisville,KY,triangle,Black Triangle over Louisville Ford plant.,2009
louisville,KY,triangle,My encounter with a UFO was very horrifying at the time&#44 but now it I realize how truly amazing the experience was.,2000
louisville,KY,triangle,3 hovering triangular shaped craft.,2013
louisville,KY,triangle,Blk Triangle craft mimics aircraft in Metro louisville.,2010
louisville,KY,triangle,2 sighting of UFO over Ford Plant in a week&#44 Being trailed by another aircraft.,2009
louisville,KY,triangle,I seen about 12 objects that were in the shape of a triangle&#44 that had lights on them. Some looked as if they were burning. There was n,2010
mayfield,KY,triangle,Triangle Shaped object&#44 Glowing red outline.,1991
mayfield,KY,triangle,family followed by darting&#44 triangular objects.,1995
millersburg,KY,triangle,Low horizon extremely bright triangular rapid maneuverable white with intermittent long phase reddish-orange lights at points at base,2013
millerstown,KY,triangle,I observed a large triangle shaped object hovering above treetops on a clear night for about 5 minutes or more.,1997
mount washington,KY,triangle,Flashing multi-colored lights appear to be in triangle shape form hovered for 45 mins then disappeared.,2010
mt. sterling,KY,triangle,Triangle shaped craft&#44 flying low,2008
new haven,KY,triangle,It was a triangular shaped vessel that gave off a light blue light. It was night so I couldn&#39t tell much more.,1998
nicholasville,KY,triangle,Seen I triangle going from west to east,1999
nicholasville,KY,triangle,We seen a Black Triangle with red and yellow flashing lights,1999
owensboro,KY,triangle,While driving on a clear night I happened to look overhead and saw a black trianglular craft having 3 lights.  The lights were of an od,2006
paducah,KY,triangle,Strange encounter with unknown craft.,2005
paducah,KY,triangle,Triangle shaped object with center white light and flashing red lights.,2010
richmond,KY,triangle,We saw a triangular craft with white lights in the sky traveling from Lexington&#44 Kentucky home to Barbourville&#44 Kentucky.,2014
richmond,KY,triangle,Same triangle same area&#44 same time of night&#44 but a month later.,2013
richmond,KY,triangle,UFO Sighted Outside of Richmond KY.,2013
richmond,KY,triangle,Triangular aircraft with huge round lights underneath traveled within 30 feet of my window as I watched it come across the river.,2011
rineyville,KY,triangle,Triangle in shape&#44spotted at about 10:30&#44lights were blue&#44object moved at moderate speed,2008
russell springs,KY,triangle,triangeler hoops of fire,2001
salyersville,KY,triangle,i was driving into salyersville from south to north maybe an 1/8 of a mile from rt.7 and u.s. 460 intersection&#44 when a dark gray triang,1994
shepherdsville,KY,triangle,Sphere-like object coupled with two bright lights on each side viewed from a distance&#44 Triangular base,2004
shepherdsville,KY,triangle,Shepherdsville&#44 Ky  13 triangle crafts hovering right above the tree tops along the highway with no sound,2010
smithland,KY,triangle,I noticed 5 amber light in the shape of a triangle moving from east to west.,1975
stamping ground,KY,triangle,Giant black triangle hovers over me and my car while parked on Union Ridge in northern Franklin Co. Kentucky...,1996
stanton,KY,triangle,Big triangle shaped craft with two bright lights just above tree line.  It vanished as I got passed.,2009
tompkinsville,KY,triangle,Large L-shaped or triangle object&#44 no lights&#44passed low overhead&#44 no sound. Structure underneath.,1986
versailles,KY,triangle,Fireball  in sky  followed by large craft well lite .,2013
white mills,KY,triangle,Sighting of 2 triangular shaped flying objects,2011
whitesburg,KY,triangle,Black triangle with red lights on corners and two brighter &quot;escorts&quot; silently fly overhead in night sky.,2005
winchester,KY,triangle,semi  transparent triangular sighting,2007
yelvington,KY,triangle,VERY BEAUTIFUL.  Could not believe what was happening. ******PLEASE CONTACT ME********,1984
abbeville,LA,triangle,the flying apparatus had 30 to 40 lights n it and it was flying very slow heading north towards Lafayette Louisiana.,2010
abita springs,LA,triangle,The widely seen BLACK TRIANGLE UFO,2001
abita springs,LA,triangle,Triangle &#39floating&#39 in the sky and observed between tall pine trees,2004
alexandria,LA,triangle,Five white  lights in V-shaped pattern seen along Interstate 49 just south of Alexandria,1998
bastrop,LA,triangle,UFO followed us for more than 30 minutes in Bastrop&#44 La,2005
baton rouge,LA,triangle,the craft was tringular in shape and there was lights allover the craft&#44 A strobe light would dicribe it better. the craft was moving i,2001
baton rouge,LA,triangle,I happen to look up at the stars and saw 3 craft heading south.  Two were smaller with 3 lights each&#441 larger craft with a circle of li,1999
baton rouge,LA,triangle,I saw 3 orange illuminated triangles flying very low between 2 apartment buildings&#44 just above the trees.,1993
baton rouge,LA,triangle,triangle sighted 1000 feet up in baton rouge&#44 la,2001
baton rouge,LA,triangle,There were two triangles&#44 each formed by three balls of fire/light. The balls appeared&#44 dissapeared&#44 reappeared and so on as the two tr,2012
baton rouge,LA,triangle,A V shaped object with 5-6 &quot;lights&quot; running on either side and a solid mass in the middle flying over Baton Rouge on September 6&#44 2008.,2008
blanchard,LA,triangle,Three lights in a triangular formation,2009
bossier city,LA,triangle,black&#44triangle craft flying over air force installation observed with no response.,2001
bossier city,LA,triangle,triangular craft seen over city,2009
center point,LA,triangle,I found it odd that there were no anti-collision lights nor position lights&#44 and made no sound at all.,2012
covington,LA,triangle,Slow moving triangular object with bright light and no sound at relatively low altitude spotted at dusk.,2010
deridder,LA,triangle,Yea........... around 750pm on 1-22-04  i spotted something weird over Deridder&#44louisiana ...some might call me crazy but for me and my,2004
doyline,LA,triangle,TRIANGLER CRAFT NEAR BARKSDALE,1996
doyline,LA,triangle,four people witness triangle shaped craft,2007
elm grove,LA,triangle,About an hour and a half after our earlier sighting of 3 oval objects&#44 we observed a &quot;wedge shaped&quot; object&#44 very low altitude&#44 about 1&#44,2002
florien,LA,triangle,Large triangle object about an acre to acre and half in size hovering above trees ..stationary,2013
franklinton,LA,triangle,We spotted a UFO we think&#33,2002
gonzales,LA,triangle,Silent triangle shaped ufo up close and personal,1998
gonzales,LA,triangle,The Silent Trianlge Helicopter,2003
grand isle,LA,triangle,Triangular shaped craft seen on beach,2005
hammond,LA,triangle,black triangular object without lights moving very slowly above treeline along I-12,2006
jonesboro,LA,triangle,Triangular craft w/ flashing lights in 1976,1976
keithville,LA,triangle,Low flying&#44 very slow&#44 very quite&#44 triangular shaped aircraft with two large white lights &amp; one small white light,2011
lafayette,LA,triangle,A huge orange triangle heads toward Earth&#33,2002
lafayette,LA,triangle,Dark fast-moving triangular object,2006
lafayette,LA,triangle,Fire-orange glowing craft moved forward quickly&#44 stopped&#44 hovered&#44 changed directions quickly&#44 stopped&#44 then disappeared into thin air.,2013
lake charles,LA,triangle,Triangular object moving over interstate,2005
lake charles,LA,triangle,My family and I saw a UFO last night at our house.,2009
lake charles,LA,triangle,Bright Silvery White Traingular UFO,2005
lake charles,LA,triangle,I WAS DRIVING TO MY HOUSE WITH TWO OF MY FRIENDS AT 22:02 WHEN ALL THE SUDDEN I NOTICED THIS TRIANGULAR CRAFT HOVERING ABOUT 50 FEET OF,1999
lake charles,LA,triangle,My girlfrind and myself were out stargazing when i noticed 3 trianular shaped craft slowly moving north in the sky she also saw the sam,2000
livingston,LA,triangle,BRIGHT OBJECT SPOTTED IN THE NIGHT SKY IN LIVINGSTON&#44 LA.,2007
livingston,LA,triangle,triangle shaped UFO viewed over Livingston Loisiana heading due North,2010
mandeville,LA,triangle,A Twenty Minute Experience @ 2:13 AM in Mandeville Louisiana,2003
mandeville,LA,triangle,Saw a trianguler shaped craft while driving home.,2009
marksville,LA,triangle,It was a triangle shaped object with lights&#44 hovering over a small airport next to a casino.,2002
metairie,LA,triangle,High flying jet that has no contrails.,2014
monroe,LA,triangle,Unusually fast and triangular shaped craft with red and green flickering lights underneath,2009
morgan city,LA,triangle,THE CRAFT WAS DARK GRAY OR BLACK IN COLOR AND TRIANGLE IN SHAPE&#44IF MEMORY SERVES IT HAD A LIGHT ON EACH CORNER AND MADE NO SOUNDS.I,1974
natchitoches,LA,triangle,Triangular aircraft with 3 lights slowly moving over Old Hwy 6 (now Hwy 3132) close to Interstate 49 Natchitoches LA&#4471457 in a  wooded,2011
new orleans,LA,triangle,Very clear night.  On back porch looking at stars which is rare for New Orleans.,2014
new orleans,LA,triangle,Large Triangle UFO Over French Quarter New Orleans Hovers&#44 Then Vanishes Into Sky With Picture,2012
new orleans,LA,triangle,Two very high altitude craft bright white color&#44 glowing or reflecting sunlight.,2012
new roads,LA,triangle,Translucent watery appearance with waves like heat waves.,1999
ponchatoula,LA,triangle,Driving on hwy 22 towards ponchatoula from madisonville&#44 when approximately 7-9 lights began sporadically flashing almost in the shape,2012
port allen,LA,triangle,Mother witnesses first UFO flying directly over house -- with NO SOUND,2006
robert,LA,triangle,ufo over robert la,2004
shreveport,LA,triangle,Something out of the ordinary..looked like a flying constellation to me..but not to him...,2004
shreveport,LA,triangle,large triangle thing over Shreveport,2003
spearsville,LA,triangle,3 slowly moving objects in a triangle form.,2009
spearsville,LA,triangle,12-15 lights&#44 rounded corner triangle shape&#44 hovered &amp; tilted fluidly&#44 disappeared after 45 min&#44 complete silence.,2014
st. amant,LA,triangle,Upside down orange triangle,2012
violet,LA,triangle,2 triangle crafts&#44 bright blue beams,2011
watson,LA,triangle,Triangle craft in Watson&#44 la.  Traveling over a field and then crossed the hwy.  and vanished. On January 15th at 8:00 pm I was  he,2011
westlake,LA,triangle,As Me and a co worker were on the job &#44I noticed something out of the corner of my eye .High In the sky were three Triangular Craft tha,2003
westlake,LA,triangle,Me and a co worker observed three craft flying at a very high rate of speed while on the job&#44We both witnessed the three craft as these,2003
agawam,MA,triangle,Triangle shape,2004
agawam,MA,triangle,I was outdoors and it was dark for about a hour when i noticed strang lights above the connecticut river. I hastely ran and got witness,1999
allston,MA,triangle,large triangular craft with 16 glowing round disks from below,2005
allston,MA,triangle,Large Triangular object just outside Boston,1992
amesbury,MA,triangle,I was driving up a long hill to the top in my car . About 3 quaters of the way up the hill the stars in the sky blacked out and a huge,1983
amherst,MA,triangle,Oject left a fire trail below it&#44 could not be identified.,2003
athol,MA,triangle,What i seen was a large dark colored v shaped craft&#44with 5 sets of lights on it&#39s under side.,1982
attleboro,MA,triangle,a very lowflying massive craft spotted during lunar eclipse,2003
attleboro,MA,triangle,3 red lights in triangular shape,2012
avon,MA,triangle,Around dusk&#44 Istood outside of my home&#44 and observed a light in the sky. During the time it took me to smoke a cigarette&#44 this object c,1991
belmont,MA,triangle,Star- looking&#44 awkward moving&#44 3 lighted ufo.,2006
billerica,MA,triangle,Triangular object in sky with lights&#44 accelerated out of view quickly.,2009
boston,MA,triangle,Triangular Craft Over Boston City Hall Plaza&#44 August 23&#44 2012&#44 at Approx. 2030hrs&#8230;,2012
boston,MA,triangle,23AUG2012&#44 2030Hrs.&#44 Boston City Hall Plaza&#44 Triangular Craft...,2012
boston,MA,triangle,3 Red trianles,1994
boston,MA,triangle,It was a nice warm night to hang on the back porch.  I saw a bright triangular light in the sky&#44 very high up.  It was doing loops and,1963
boston,MA,triangle,Dark triangular craft glided over Boston on 11-05-11 at 5 AM,2011
boston,MA,triangle,large V shape ufo responded to my calls. ((NUFORC Note:  We cannot be certain that this is a serious report.  PD)),2009
boston,MA,triangle,Orange lights in the sky,2010
bourne,MA,triangle,3 Lights moving together at night over Cape Cod at low altitude without making any sound at all.,2010
boxford,MA,triangle,Large slow V shaped object making no noise flew overhead in Boxford&#44 Mass,2001
bridgewater,MA,triangle,I&#39m sorry I am so late in reporting this.  My husband and I rarely talked about it to each other after the incident&#44 which was short in,1981
bridgewater,MA,triangle,Sighting of a number of craft with white and red lights.,2013
bridgewater,MA,triangle,OBSERVED ONE VERY LARGE TRIANGLE WITH 5 LIGHTS TRAVELING TO THE NORTH EAST&#44 POSSIBLY IN EARTH ORBIT.,1997
bridgewater,MA,triangle,Triangle shaped object moves back n forth over tree line n dissapears over BSU.,2013
brockton,MA,triangle,An object stops dead in it&#39s track&#33,1990
brockton,MA,triangle,Fiery orange triangle with blinking lights on rear&#44 moved from east to west and pitched from side to side.,2012
brockton,MA,triangle,Suspected UFO&#44 hovering in an unpopulated area over the tree line.,2008
brockton,MA,triangle,came out of nowhere&#44 disappeared into the sky,1995
brookline,MA,triangle,Black triangular object flying low over Brookline MA in August 1987.  Made no noise&#44 had no lights.,1987
brookline,MA,triangle,UFO over Harvard Street?,2006
brookline,MA,triangle,Triangle shaped craft sighting over Brookline MA.,2004
burlington,MA,triangle,A flying wing or triangle in Burlngton&#44 MA&#44 just after midnight.  ((NUFORC Note:  Reliable witness&#44 who is a public employee.  PD)),2011
cambridge,MA,triangle,weird lights spotted over East Cambridge,2006
canton,MA,triangle,Traveling south RT 95 and observed bright lights west of RT 95 in Canton,2000
centerville,MA,triangle,Large triangel craft with large white dome at the bottom.,2006
chelmsford,MA,triangle,a friend and i were going home i noticed three lights just above the treeline of a local park&#44 so i stopped the car in the middle of th,1993
chelsea,MA,triangle,on cristmas eve around 7 pm i went outside to smoke a cigarette i always look to the sky since an unexplained experience i had back in,2010
chicopee,MA,triangle,craft flies directly over us (very high up) from west stops&#44 gets smaller (ascends) and shoots of north at a very high rate of speed,1993
dalton,MA,triangle,The object was silent but seemed to &quot;pulse&quot; across the sky.,2001
dracut,MA,triangle,A large black flying machine shaped like a triangle that made no sound.,1997
dudley,MA,triangle,Triangular shaped lights crossing the sky in MA on Thanksgiving  night 2002,2002
dunstable,MA,triangle,coming home late from work&#44 I saw a slow moving triangular shaped craft with red and green lights just above the tree  line.,2005
easthampton,MA,triangle,Close encounter with hovering black triange&#44 fighter jets chased it away&#33,1994
edgartown,MA,triangle,My fiance and I&#44 both artist&#44 were getting married August 12&#44 1984 and spending our honeymoon on Martha&#39s Vineyard.  About 11:00 the ni,1984
falmouth,MA,triangle,A very large&#44 silent&#44 slow moving triangle shaped craft with three non blinking lights was seen changing course by pivoting.,2009
fitchburg,MA,triangle,while taking my new puppy out to the bathroom i was looking to the southern sky and saw 3 lights. all alternating in brightness. i know,2009
fitchburg,MA,triangle,Photo&#39s of Triangular UFO  exiting  apple orchard,2002
fitchburg,MA,triangle,Last night around 3am i was smoking a cig. i look up to the sky and see this really bright star but it starting moving and flickering.,2008
florence,MA,triangle,perfect triangle &#44 silent &#44 pale red with a pale red light on each point,2007
foxborough,MA,triangle,Triangular craft with 4 white lights seen in early September over the skies of Foxborough Massachusetts.,2002
franklin,MA,triangle,Solid&#44 silent Black Triangle UFO over Franklin&#44 Massachusetts,2006
gardner,MA,triangle,The object fell&#44 then streaked through the air at a 45 % angle with a blinding speed.,2005
georgetown,MA,triangle,Triangular object&#44 slow moving with red central light and white v-shaped lights on corners of triangle.,2009
greenfield,MA,triangle,Large wedged shaped object&#44 with two large bright lights&#44 and no noise.,2005
harwich,MA,triangle,Arrow shaped UFO spotted over Cape Cod,2009
haverhill,MA,triangle,Haverhill Massachusetts triangle object sighting,2010
hingham,MA,triangle,A triangular shaped UFO hovering at a slow pace at a low altitude.,2000
hyannis,MA,triangle,WIFE AND I DROVE ONTO START OF OUR STREET&#44 NOTICED TWO LIGHTS NOT USUALLY THERE.  STOPPED CAR&#44 GOT OUT&#44 SAW TWO CRAFTS.  NO NOISE AND H,1997
kingston,MA,triangle,Three Circular Lights in Triangle Shape South Shore&#44 MA,2010
lakeville,MA,triangle,Triangle of fiery lights,2012
lancaster,MA,triangle,Object is hundreds of yards wide large red rectangular lights v shaped moving dead slow.north to south no noise.,2013
lexington,MA,triangle,Triangular tumbling object with red grey shimmering light flying over highway 95 Lexington Mass morning May 6th 2011,2011
longmeadow,MA,triangle,triangle shaped craft hovering in Massachusetts.,2013
lowell,MA,triangle,Triangular cloud maker during daylight.,2012
lynn,MA,triangle,Red lights,2013
malden,MA,triangle,Triangular in shape. Moving forward and flying low. Lights blue&#44 yellow&#44 green. Was not revolving but instead moving like a plane would,2012
marstons mills,MA,triangle,Unexplained object darting and pinwheeling about in the night sky of Cape Cod.,2002
mashpee,MA,triangle,triangular UFO spotted over cape cod and pursued by jet aircraft,2007
merrimac,MA,triangle,Massachsuetts - 1996 - Very Clear&#44 Unmistakable&#44 Evening Sighting,1996
methuen,MA,triangle,3 red flashing triangles&#44 1 ball white light &#44objects  hovered then darted zig zag across sky appeared to chase white ball 2-3 minutes,2005
middleboro,MA,triangle,Strange Very Slow Moving Red/White V Shape Vertical Triangle Balloon Spheres,2007
middleboro,MA,triangle,UFO&#39s seen in Middleboro Massachusetts,2006
milford,MA,triangle,Triangle type craf with lights over Milford,2010
milford,MA,triangle,Black triangle glider&#44 forty feet off ground&#44 red&#44 blue&#44 green lights on bottom&#44 moved slowly and quietly.,2013
milton,MA,triangle,I noticed a very bright light in the western sky at 5 AM while taking in my morning paper.  At first&#44 I thought it might be a star&#44 but,2000
nantucket,MA,triangle,this boomerrang shaped object glided over the buildings&#44 no noise at all&#44 400 to 600 ft. off the ground,2003
natick,MA,triangle,Completely silent&#44 low flying almost translucent object.,2012
natick,MA,triangle,Huge triangle shaped craft with bright dome on top gliding&#44 no noise - scary&#33,2012
natick,MA,triangle,Orange triangular pattern aircraft?,2013
newton,MA,triangle,Triangle shaped craft 8:10 pm Eastern standard Time low flying  green&#44 red blinking lights.,2012
northampton,MA,triangle,Low hovering lit craft.,2013
norton,MA,triangle,strange craft with amazing speed.,2010
norwood,MA,triangle,Strange Object Flying Over Norwood,2012
oxford,MA,triangle,viewed 6 bright lights in a huged triangle formation,2008
peabody,MA,triangle,Triangular craft flying over Peabody Massachussetts.,2006
pembroke,MA,triangle,3 large slow quiet planes flying low over Pembroke to Boston,2014
pittsfield,MA,triangle,Hovering object over Pittsfield&#44 MA.,2013
pittsfield,MA,triangle,Triangular shaped craft with numerous colored lights seemed to float overhead.,2008
plymouth,MA,triangle,Red and white lights&#44 Seen on Rt. 44 east shortly before Esta Rd,2010
plymouth,MA,triangle,My wife and I have been seeing three kinds of unexplained objects in the Pltmouth&#44 Ma ski&#39s for the past few years.  I am writing this,1999
plymouth,MA,triangle,3 lights&#44 flying just above treetops headed east on Rt. 44 just past the highway.,2010
provincetown,MA,triangle,Illuminated triangle makes strange movements in the sky,2012
quincy,MA,triangle,Two unidentified triangular objects circling 02169,2013
sandwich,MA,triangle,Irregularly-shaped large elongated triangle with blue after-glow seen soundlessly moving over Cape Cod.,1978
sharon,MA,triangle,A year back me and my daughter were dropping my mother off at her elderly home. There is a round driveway and we dropped off my grandmo,2010
south attleboro,MA,triangle,Large triangular object&#44 close to ground.,2004
south dennis,MA,triangle,Heard humming&#44 saw three white steady lights in triangle form&#44 helicopter was flying near it... LOW altitude,2013
southborough,MA,triangle,Spotted traveling along main road about 5 feet off of pavement&#44 passed by my car and then disappeared,2008
southbridge,MA,triangle,Wedge shaped&#44 Unusual lights&#44 severe ozone smell,2010
southwick,MA,triangle,Early morning trangle spotted near airport,2006
springfield,MA,triangle,Lots of details about three orange lights springfield&#44 mass. Heard you on coast to coast&#44 freaked out.,2010
springfield,MA,triangle,May 28&#442007 Springfield&#44Ma. around l:00 a.m. in the morning,2007
springfield,MA,triangle,Missing time with triangular craft.,1994
sturbridge,MA,triangle,crazy purple light dropped. 3 multi colored light triangular SUPERSIZE object,2004
sudbury,MA,triangle,Huge low flying and very loud UFO over sudbury MA,2009
taunton,MA,triangle,Triangle lights seen then gone instantly.,2012
waltham,MA,triangle,Triangular non moving craft making no noise with red and white flashing lights and a beam of light pointing down at police,2012
waltham,MA,triangle,Massive silent and fast&#44 July 1999 in Waltham Ma.,1999
wellfleet,MA,triangle,3 triangular objects with green lights&#44 making no sound&#44 heading east over Welfleet drive-in.,1996
west roxbury,MA,triangle,I saw a triangular shaped opject&#44 lit at all three corners with a bluish light&#44 move across the sky not too far above my house&#44,2008
westfield,MA,triangle,In the summer of 98&#44 my nephew had come into my third floor apt and said Uncle Ed you have got to see this .We went outside and we,1998
westminster,MA,triangle,A silent moving object with very bright yellow-white lights.,2010
weymouth,MA,triangle,Triangle shaped UFO acting like a lost puppy (hard to explain&#44 read description),2012
weymouth,MA,triangle,Was sitting on the back porch of my house with 2 of my friends and myself when we all noticed almost at the same time a strange triangl,1993
weymouth,MA,triangle,At approx. 8:35 pm I was out on my deck having a smoke when I looked up I saw a Very Large Triangle shaped craft..It had lights of some,2010
whitman,MA,triangle,Three red light in the shape of a triangle moving fast to the north,2010
williamstown,MA,triangle,Don&#39t want to divulge any information that might involve other witnesses of this event without their permission. Suffice to say that my,1984
wilmington,MA,triangle,There was a strange light&#44 at three points to form a triangle. I knew it was a triangle because they stayed equaly apart. The lights we,2001
winchendon,MA,triangle,Only seen for a brief 30 seconds and they all traveled same speed and dissappeared at same time.,2013
winchester,MA,triangle,rotating grey triangle,2010
woburn,MA,triangle,I was in the middle of doing pilates with my wife when we saw something through our window that looked like a trianglular shape. At fir,2002
woburn,MA,triangle,Two triangle shaped crafts one with red &amp; green lights the other white/violet lights.,2013
worcester,MA,triangle,Bright stationary object in s/sw night sky.  ((NUFORC Note:  Sighting of the planet&#44 Venus.  PD)),2013
aberdeen,MD,triangle,There were three lights on the object .There was no sound from the craft.It was treetop high in its flight.,1972
aberdeen,MD,triangle,i worked nights for rite aid distribution center as a yard jockey moving trailers around the yard  to be loaded for the following day.,2002
abingdon,MD,triangle,A triangular shaped craft was seen hovering&#44 and moving very slowly over a neighborhood in Abingdon&#44 MD.,2007
abingdon,MD,triangle,Triangle craft seen &quot;hovering&quot; and moving very slowly.  There was one row of 3-4 lights lit up on one side of the craft.,2007
annapolis,MD,triangle,Dark object with red lights appearing to be that of a triangle,2012
annapolis,MD,triangle,I saw luminous triangles&#44 flying in formation during the Leonid meteor shower,2001
annapolis,MD,triangle,Three luminous triangles flying in formation,2002
annapolis,MD,triangle,Three blue slow blinking lights surrounding what appeared to be a very large wing appeared around 7:20pm in Annapolis&#44 MD&#44 the sky was,2012
annapolis,MD,triangle,A black triangle near the Naval Academy moved silently and would hover.,2003
annapolis,MD,triangle,clearly saw 3 green triangles in V formation,1998
annapolis,MD,triangle,I first looked out the window and saw 10 black triangular objects in an eye formation. near a radio tower&#44 and  I and the other  3 memb,1991
arbutus,MD,triangle,triangular flashing lights,2003
arnold,MD,triangle,Silent triangle spotted while leaving for work early in the morning.,2014
baltimore,MD,triangle,Triangle shaped and very bright moving at the same time.,2013
baltimore,MD,triangle,January 17&#44 2008-6:15pm. Triangular shaped object hovering over Belvedere Square in Baltimore&#44 Maryland.,2008
baltimore,MD,triangle,An extremely large black rectangle or triangle ufo floating at tree top level outside our house.,1984
baltimore,MD,triangle,Silver dots in triangle shape at noon on Saturday,2007
baltimore,MD,triangle,The 3 connected triangles in the Sky.,2002
bel air,MD,triangle,Me and my friends each 12-14  were talking when we suddenly spotted three stars in the sky flashing and then they moved away.,2002
bel air,MD,triangle,At a high school football game&#44 Large triangle shaped object performed maneuvers at extremly slow speeds low to the ground&#44 over the Be,1999
belcamp,MD,triangle,While viewing the lunar eclipse I saw a triangle of 11 small dim lights pass between me and the moon. The formation traveled to the sou,2000
beltsville,MD,triangle,two small triangular craft very fast and absolutly silent,1996
brunswick,MD,triangle,Saw weirrd 3 lighted triangle craft aprox 7:00 pm over Brunswick Maryland last night.. Was driving&#33 Looked like it was compied by civil,2013
college park,MD,triangle,Triangular aircraft.,2005
columbia,MD,triangle,Driving down Broken Land Parkway heading south&#44 my fianc&eacute;e&#44 his cousin who was visiting from out of town and I noticed a formation of a,2012
columbia,MD,triangle,Triangle shaped structure with lining the perimeter.,2002
damascus,MD,triangle,Conversation with recently-retired Lockheed-Martin Aerospace Engineer after viewing triangle-shaped aircraft with whitish lights at ver,2004
davidsonville,MD,triangle,Looking at field across from the house on 1520 Governors Bridge Rd where normal flight path is for BWI flights. It is a very clear Nigh,2011
dundalk,MD,triangle,triangle lights fly accross the sky and disappear.,2011
easton,MD,triangle,Black Triangle UFO 4 Lights... 1 Red(Blinking).. 911 Called,2011
elkton,MD,triangle,I was in my deer stand when i seen a light it came down wright over top of me.A beam of light came out when it left it was allmost day,1993
ellicott city,MD,triangle,Three bright lights in a triangular formation to the right of Mars that hovered then turned orangish color then disappeared.,2003
frederick,MD,triangle,Triangular shaped objects flying at high speed (also one stationary) in the area of Fort detrick&#44 MD.,2014
gaithersburg,MD,triangle,Large triangle red and green lights over Gaithersburg MD&#44 Wed Feb 15&#44 2012 (~19:43),2012
